"country","tax","religion","free_election","state_aid","Army","civil_rights","women"
"South Africa","6","7","8","10","9","8","10"
"South Africa","8","10","10","10","10","10","10"
"South Africa","6","9","10","1","8","7","6"
"South Africa","10","7","8","6","7","5","6"
"South Africa","8","6","9","2","7","6","7"
"South Africa","6","10","8","8","6","7","7"
"South Africa","1","1","1","1","1","1","1"
"South Africa","10","10","10","10","10","10","10"
"South Africa","9","9","9","9","9","9","9"
"South Africa","10","9","10","9","9","9","10"
"South Africa","10","9","10","10","10","9","9"
"South Africa","9","8","9","10","7","8","9"
"South Africa","1","10","10","10","10","10","10"
"South Africa","7","8","10","9","6","8","9"
"South Africa","7","7","9","10","9","8","9"
"South Africa","6","10","10","10","10","10","10"
"South Africa","8","10","9","9","8","8","9"
"South Africa","9","10","7","8","8","9","10"
"South Africa","7","9","10","9","8","9","9"
"South Africa","4","5","8","3","6","6","3"
"South Africa","1","10","10","10","10","10","10"
"South Africa","1","7","9","9","9","8","10"
"South Africa","9","7","10","9","8","8","8"
"South Africa","7","4","9","8","7","7","5"
"South Africa","3","7","8","10","10","10","9"
"South Africa","6","10","10","10","10","8","10"
"South Africa","8","10","10","10","7","8","10"
"South Africa","3","10","10","10","10","10","9"
"South Africa","6","9","10","10","10","10","10"
"South Africa","8","10","10","10","10","10","10"
"South Africa","8","6","7","10","6","5","7"
"South Africa","9","8","10","10","9","8","9"
"South Africa","9","8","9","9","8","9","8"
"South Africa","8","8","7","9","10","7","8"
"South Africa","9","10","9","10","9","8","10"
"South Africa","9","8","7","10","8","7","8"
"South Africa","1","10","10","10","10","9","10"
"South Africa","9","7","8","9","10","9","7"
"South Africa","6","4","5","2","3","4","4"
"South Africa","1","7","9","10","9","10","10"
"South Africa","8","9","7","8","6","10","9"
"South Africa","1","5","1","5","1","1","1"
"South Africa","9","8","7","6","7","8","9"
"South Africa","8","8","7","7","10","9","9"
"South Africa","1","1","10","9","1","9","10"
"South Africa","9","9","8","7","8","9","9"
"South Africa","8","6","7","7","5","5","8"
"South Africa","5","5","5","5","5","5","5"
"South Africa","5","5","4","4","4","5","5"
"South Africa","9","2","3","5","9","9","7"
"South Africa","5","5","5","6","5","5","6"
"South Africa","6","5","5","7","6","5","5"
"South Africa","5","6","7","5","5","6","8"
"South Africa","5","6","9","8","8","5","8"
"South Africa","7","9","10","9","8","7","9"
"South Africa","7","10","10","10","10","10","10"
"South Africa","1","9","10","10","10","10","9"
"South Africa","9","10","8","9","9","10","9"
"South Africa","7","9","10","9","8","7","7"
"South Africa","9","8","8","7","9","9","8"
"South Africa","9","8","9","5","9","9","9"
"South Africa","8","7","7","7","6","9","8"
"South Africa","8","8","9","10","10","10","10"
"South Africa","8","10","8","7","8","9","10"
"South Africa","8","8","7","10","8","10","10"
"South Africa","7","9","8","4","5","3","3"
"South Africa","1","1","2","2","3","3","2"
"South Africa","9","9","8","9","10","10","9"
"South Africa","7","4","5","5","2","3","5"
"South Africa","1","9","9","9","9","10","9"
"South Africa","10","7","8","9","9","10","9"
"South Africa","8","8","7","8","7","6","8"
"South Africa","8","7","6","8","10","8","9"
"South Africa","8","8","9","10","9","8","7"
"South Africa","9","8","10","10","10","8","8"
"South Africa","8","10","9","10","9","9","8"
"South Africa","8","9","8","10","7","9","9"
"South Africa","5","7","6","7","8","6","5"
"South Africa","10","10","10","10","8","9","8"
"South Africa","5","4","5","7","6","2","6"
"South Africa","5","6","4","5","6","5","5"
"South Africa","3","10","10","10","10","10","10"
"South Africa","6","5","5","5","5","5","8"
"South Africa","4","10","10","10","10","10","10"
"South Africa","8","7","8","8","8","10","7"
"South Africa","7","6","6","7","5","7","5"
"South Africa","7","10","9","8","8","7","8"
"South Africa","9","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","7","6","10","7","10","6","8"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","7","5","3","4","4","7","3"
"South Africa","1","5","10","10","10","10","10"
"South Africa","9","7","8","8","8","8","8"
"South Africa","5","3","4","8","7","7","8"
"South Africa","6","8","9","8","7","6","7"
"South Africa","1","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","7","10","10","10","10","10","10"
"South Africa","9","6","3","3","4","5","4"
"South Africa","5","6","5","5","5","7","4"
"South Africa","5","6","5","6","7","6","6"
"South Africa","4","1","1","1","1","4","10"
"South Africa","9","7","7","7","7","8","7"
"South Africa","9","6","6","5","7","7","10"
"South Africa","7","6","5","5","6","8","8"
"South Africa","9","10","9","1","1","1","7"
"South Africa","9","6","7","8","7","6","7"
"South Africa","3","8","6","9","5","7","7"
"South Africa","6","8","9","8","7","8","8"
"South Africa","1","9","10","10","10","10","10"
"South Africa","1","10","10","10","10","10","10"
"South Africa","5","10","7","9","8","2","4"
"South Africa","8","10","9","8","7","8","8"
"South Africa","7","7","9","8","10","8","9"
"South Africa","3","4","7","10","10","10","10"
"South Africa","3","9","10","10","10","10","10"
"South Africa","6","7","7","5","7","6","7"
"South Africa","5","6","5","5","5","5","6"
"South Africa","8","10","9","8","7","8","8"
"South Africa","1","9","9","9","9","9","9"
"South Africa","7","9","5","4","6","2","8"
"South Africa","6","8","9","9","10","9","10"
"South Africa","1","10","10","10","8","10","10"
"South Africa","8","4","6","3","4","4","7"
"South Africa","9","9","8","10","10","10","10"
"South Africa","9","9","10","9","8","9","9"
"South Africa","10","8","9","10","9","9","10"
"South Africa","9","6","9","10","8","6","8"
"South Africa","10","9","7","8","7","10","9"
"South Africa","7","8","7","5","6","6","7"
"South Africa","6","7","9","6","7","7","9"
"South Africa","1","10","10","10","10","10","10"
"South Africa","9","10","9","8","9","9","9"
"South Africa","4","7","9","6","7","7","8"
"South Africa","1","6","10","10","10","10","10"
"South Africa","9","9","8","9","10","9","9"
"South Africa","7","9","10","9","8","7","8"
"South Africa","8","8","7","7","8","7","9"
"South Africa","9","9","8","8","9","10","9"
"South Africa","8","10","9","8","7","8","8"
"South Africa","9","9","10","9","8","7","8"
"South Africa","8","8","9","9","10","9","8"
"South Africa","7","6","7","7","8","10","5"
"South Africa","7","9","10","10","10","10","7"
"South Africa","9","6","6","4","5","6","4"
"South Africa","5","7","6","8","8","10","5"
"South Africa","2","9","10","10","10","10","10"
"South Africa","4","9","10","10","10","10","10"
"South Africa","9","5","5","7","7","6","6"
"South Africa","6","5","7","6","7","8","5"
"South Africa","5","7","5","6","8","7","7"
"South Africa","1","1","1","1","1","1","1"
"South Africa","6","5","4","7","8","8","8"
"South Africa","9","7","10","9","8","7","10"
"South Africa","10","9","10","7","8","8","8"
"South Africa","1","8","9","10","8","9","9"
"South Africa","7","9","10","9","8","9","8"
"South Africa","2","9","10","9","10","10","9"
"South Africa","8","4","5","10","9","8","10"
"South Africa","9","10","10","9","9","10","10"
"South Africa","4","4","5","5","4","3","4"
"South Africa","7","8","10","3","4","5","7"
"South Africa","8","4","5","3","4","4","5"
"South Africa","1","10","10","10","9","10","10"
"South Africa","8","9","8","7","6","7","6"
"South Africa","6","6","6","7","6","6","6"
"South Africa","7","8","9","8","8","8","7"
"South Africa","6","7","6","5","4","6","7"
"South Africa","8","7","6","6","5","9","8"
"South Africa","1","1","1","1","1","1","1"
"South Africa","6","5","6","6","6","4","6"
"South Africa","7","5","7","6","8","6","6"
"South Africa","4","3","5","4","6","3","7"
"South Africa","8","10","9","9","8","9","9"
"South Africa","9","7","8","7","7","6","8"
"South Africa","7","6","8","6","4","6","7"
"South Africa","9","9","9","9","9","9","9"
"South Africa","8","7","6","5","7","5","7"
"South Africa","6","5","6","6","6","6","5"
"South Africa","6","6","6","6","6","6","6"
"South Africa","10","10","10","10","10","10","10"
"South Africa","7","4","5","4","6","5","5"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","9","8","9","10","10"
"South Africa","10","8","9","8","9","8","8"
"South Africa","9","9","9","10","10","9","10"
"South Africa","8","8","7","8","6","8","9"
"South Africa","6","8","5","3","6","6","7"
"South Africa","9","8","9","8","9","8","8"
"South Africa","6","5","5","6","6","6","6"
"South Africa","8","8","9","9","10","9","9"
"South Africa","6","6","4","7","3","5","9"
"South Africa","8","3","6","4","6","4","4"
"South Africa","9","10","7","8","9","8","9"
"South Africa","8","8","9","8","9","9","8"
"South Africa","10","8","10","10","9","10","10"
"South Africa","8","7","5","8","6","6","9"
"South Africa","8","5","4","6","9","7","8"
"South Africa","10","10","10","10","10","10","10"
"South Africa","8","9","6","8","6","7","5"
"South Africa","6","7","7","7","7","7","7"
"South Africa","6","5","6","6","6","6","5"
"South Africa","7","8","9","10","9","8","8"
"South Africa","5","5","5","4","4","5","4"
"South Africa","10","10","10","10","10","10","9"
"South Africa","9","10","7","8","9","10","8"
"South Africa","6","5","6","6","6","6","6"
"South Africa","10","9","9","10","10","8","9"
"South Africa","6","5","6","6","5","6","6"
"South Africa","4","2","5","7","3","5","6"
"South Africa","10","9","8","9","9","9","9"
"South Africa","8","9","10","9","8","7","9"
"South Africa","7","5","6","6","6","5","5"
"South Africa","9","7","5","8","7","5","6"
"South Africa","5","10","10","10","10","10","10"
"South Africa","3","3","4","3","3","3","3"
"South Africa","3","2","2","2","2","2","3"
"South Africa","5","5","8","3","5","3","5"
"South Africa","10","10","10","10","10","10","10"
"South Africa","8","7","5","8","4","6","4"
"South Africa","8","7","2","7","6","5","5"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","9","10"
"South Africa","8","7","6","7","7","7","8"
"South Africa","8","7","4","6","6","5","4"
"South Africa","7","7","7","7","8","8","7"
"South Africa","6","6","6","6","6","6","6"
"South Africa","5","6","6","7","7","6","6"
"South Africa","1","1","1","1","1","1","1"
"South Africa","8","6","2","8","5","3","6"
"South Africa","5","5","5","5","5","6","6"
"South Africa","10","10","10","10","9","10","9"
"South Africa","6","8","7","6","6","7","7"
"South Africa","6","7","3","2","7","6","2"
"South Africa","10","10","10","10","10","10","9"
"South Africa","6","7","7","6","7","8","7"
"South Africa","9","6","4","8","4","7","3"
"South Africa","10","8","9","8","7","6","8"
"South Africa","7","6","5","5","6","5","5"
"South Africa","10","10","10","10","10","10","10"
"South Africa","8","8","8","9","8","8","8"
"South Africa","9","7","10","9","8","7","10"
"South Africa","5","5","4","4","5","5","5"
"South Africa","10","10","6","9","9","9","9"
"South Africa","8","3","8","3","6","4","5"
"South Africa","7","6","6","6","6","6","7"
"South Africa","7","8","5","6","4","7","5"
"South Africa","3","10","10","10","10","10","10"
"South Africa","5","5","5","5","5","5","5"
"South Africa","7","8","5","7","5","7","5"
"South Africa","9","9","9","8","8","9","9"
"South Africa","4","5","3","1","1","1","3"
"South Africa","8","5","6","3","5","3","2"
"South Africa","9","9","10","10","9","9","10"
"South Africa","5","4","5","5","6","6","7"
"South Africa","1","1","1","1","1","1","1"
"South Africa","3","2","4","7","4","2","4"
"South Africa","9","9","9","10","9","9","9"
"South Africa","4","3","5","4","7","6","5"
"South Africa","9","10","9","9","10","10","9"
"South Africa","7","5","6","5","4","5","5"
"South Africa","7","6","4","3","6","4","5"
"South Africa","8","8","7","8","7","8","8"
"South Africa","10","10","9","10","10","10","10"
"South Africa","9","7","8","7","6","7","6"
"South Africa","8","6","3","4","8","6","4"
"South Africa","8","10","9","9","9","10","9"
"South Africa","10","10","10","10","10","10","10"
"South Africa","8","2","6","8","6","4","2"
"South Africa","8","6","2","8","5","2","5"
"South Africa","1","1","1","1","2","2","1"
"South Africa","9","7","9","9","6","10","8"
"South Africa","10","10","9","10","10","10","10"
"South Africa","6","5","5","4","4","5","5"
"South Africa","8","6","5","7","3","8","7"
"South Africa","7","8","6","3","2","9","6"
"South Africa","8","6","4","7","5","8","7"
"South Africa","10","10","10","10","10","10","10"
"South Africa","7","7","5","9","4","2","3"
"South Africa","7","8","7","6","8","7","6"
"South Africa","9","7","5","7","6","5","7"
"South Africa","8","9","6","7","8","7","5"
"South Africa","6","6","4","7","4","5","5"
"South Africa","7","5","4","2","6","5","7"
"South Africa","6","5","6","5","5","6","5"
"South Africa","8","6","3","7","4","8","3"
"South Africa","7","9","2","5","9","7","8"
"South Africa","10","10","10","10","10","10","10"
"South Africa","7","4","8","5","3","7","6"
"South Africa","8","7","3","6","6","5","3"
"South Africa","5","6","6","7","6","5","4"
"South Africa","9","9","9","10","10","9","9"
"South Africa","9","9","8","9","8","9","8"
"South Africa","7","6","4","6","4","3","7"
"South Africa","9","10","9","10","10","10","10"
"South Africa","7","9","10","9","10","10","10"
"South Africa","3","2","4","2","4","3","3"
"South Africa","8","8","8","5","6","5","5"
"South Africa","8","6","5","6","4","7","7"
"South Africa","5","6","5","5","5","6","6"
"South Africa","7","9","5","8","6","3","3"
"South Africa","5","4","4","4","4","5","4"
"South Africa","6","6","6","5","5","5","5"
"South Africa","6","5","5","5","5","5","5"
"South Africa","2","3","3","3","3","3","2"
"South Africa","7","7","7","6","6","6","7"
"South Africa","3","6","4","7","5","4","2"
"South Africa","9","10","10","10","10","10","10"
"South Africa","7","7","5","7","5","8","6"
"South Africa","7","6","10","9","8","7","8"
"South Africa","5","6","5","5","6","6","5"
"South Africa","8","7","8","6","7","5","8"
"South Africa","8","9","10","9","8","9","8"
"South Africa","6","6","6","7","6","6","6"
"South Africa","8","8","9","9","9","9","9"
"South Africa","9","10","9","8","9","10","9"
"South Africa","7","7","6","5","4","5","4"
"South Africa","7","6","3","7","5","3","5"
"South Africa","4","4","4","3","4","4","3"
"South Africa","4","4","5","5","4","5","4"
"South Africa","7","6","4","2","7","5","4"
"South Africa","4","3","5","4","3","3","7"
"South Africa","2","1","3","3","1","4","1"
"South Africa","6","8","8","9","9","8","8"
"South Africa","8","8","8","10","10","10","10"
"South Africa","8","7","7","7","7","6","7"
"South Africa","6","7","5","3","7","6","5"
"South Africa","10","5","10","5","3","1","10"
"South Africa","4","4","3","3","3","6","4"
"South Africa","10","5","10","10","4","10","10"
"South Africa","1","1","4","6","5","6","6"
"South Africa","10","5","10","10","1","10","10"
"South Africa","10","10","8","6","6","10","9"
"South Africa","9","7","5","6","7","8","7"
"South Africa","9","8","7","7","6","5","4"
"South Africa","10","7","9","5","3","6","9"
"South Africa","5","2","7","9","7","5","7"
"South Africa","6","2","6","7","5","4","6"
"South Africa","5","7","8","6","6","5","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","6","7","7","7","6","6","6"
"South Africa","10","4","9","9","9","9","8"
"South Africa","1","10","10","10","1","1","10"
"South Africa","7","6","6","7","7","7","6"
"South Africa","1","1","1","2","2","1","1"
"South Africa","2","6","6","7","7","6","5"
"South Africa","4","5","4","4","6","6","4"
"South Africa","7","3","3","3","6","2","3"
"South Africa","7","5","5","5","5","5","8"
"South Africa","8","8","8","8","8","8","8"
"South Africa","7","7","7","7","3","3","3"
"South Africa","5","5","6","5","4","4","5"
"South Africa","5","5","5","5","5","5","5"
"South Africa","4","6","7","8","7","6","5"
"South Africa","6","6","6","6","6","6","6"
"South Africa","6","6","6","6","6","6","6"
"South Africa","10","9","10","10","7","7","7"
"South Africa","1","1","1","1","1","2","4"
"South Africa","9","9","9","8","8","8","8"
"South Africa","8","8","7","6","7","7","8"
"South Africa","1","1","2","3","2","1","3"
"South Africa","8","7","8","9","7","6","9"
"South Africa","1","3","1","2","3","4","3"
"South Africa","4","6","7","5","6","5","9"
"South Africa","7","4","5","6","7","6","4"
"South Africa","10","7","8","9","9","9","9"
"South Africa","9","6","6","9","5","7","9"
"South Africa","9","8","8","7","6","5","4"
"South Africa","8","2","5","7","5","4","3"
"South Africa","4","3","3","2","6","4","5"
"South Africa","6","10","6","3","1","4","10"
"South Africa","10","4","6","6","3","8","10"
"South Africa","4","3","3","4","4","5","4"
"South Africa","8","2","2","2","6","9","9"
"South Africa","9","7","6","7","6","5","6"
"South Africa","9","7","6","5","5","5","6"
"South Africa","3","5","5","6","6","7","5"
"South Africa","2","4","4","3","5","6","4"
"South Africa","1","3","3","4","5","5","5"
"South Africa","9","7","6","6","7","7","4"
"South Africa","6","5","4","3","6","5","4"
"South Africa","3","4","5","4","1","4","3"
"South Africa","3","8","4","5","2","7","6"
"South Africa","7","9","8","10","7","7","10"
"South Africa","3","3","8","8","2","8","4"
"South Africa","4","7","9","5","10","8","6"
"South Africa","9","9","10","8","6","7","8"
"South Africa","9","6","8","5","4","7","6"
"South Africa","8","5","5","4","7","8","9"
"South Africa","8","7","3","10","6","5","9"
"South Africa","8","5","7","8","9","7","8"
"South Africa","10","9","8","8","8","7","6"
"South Africa","10","8","9","6","8","8","8"
"South Africa","7","8","8","7","6","5","9"
"South Africa","8","7","5","6","7","7","6"
"South Africa","1","8","2","1","2","3","1"
"South Africa","4","4","3","4","3","4","5"
"South Africa","6","6","5","5","5","5","7"
"South Africa","6","5","6","6","6","6","6"
"South Africa","6","5","7","7","7","6","6"
"South Africa","5","4","6","6","6","5","6"
"South Africa","10","6","8","8","9","8","7"
"South Africa","5","7","7","8","7","8","9"
"South Africa","9","5","10","10","7","5","6"
"South Africa","8","10","9","9","9","8","8"
"South Africa","9","10","8","8","9","9","9"
"South Africa","8","10","10","9","8","9","8"
"South Africa","9","10","9","9","10","10","10"
"South Africa","3","7","5","6","5","6","4"
"South Africa","7","7","9","10","9","10","10"
"South Africa","10","10","10","9","8","9","8"
"South Africa","5","5","5","8","7","5","6"
"South Africa","8","9","9","9","10","10","9"
"South Africa","10","9","9","9","8","9","10"
"South Africa","9","7","6","5","6","7","5"
"South Africa","5","7","6","6","5","4","7"
"South Africa","6","9","7","5","5","6","6"
"South Africa","4","7","6","4","3","5","9"
"South Africa","8","9","10","10","7","8","9"
"South Africa","8","5","6","4","5","2","8"
"South Africa","5","7","6","5","3","4","3"
"South Africa","6","6","10","6","7","8","10"
"South Africa","8","6","7","8","7","7","7"
"South Africa","5","6","5","4","3","3","5"
"South Africa","9","9","9","6","6","6","8"
"South Africa","3","5","7","8","9","7","7"
"South Africa","7","7","6","9","8","8","8"
"South Africa","10","7","6","7","7","5","6"
"South Africa","7","6","7","8","6","5","8"
"South Africa","9","7","6","6","7","8","5"
"South Africa","8","8","7","7","6","5","8"
"South Africa","5","8","6","5","5","6","7"
"South Africa","9","7","6","7","6","5","5"
"South Africa","8","9","8","8","5","6","8"
"South Africa","6","4","5","8","8","7","7"
"South Africa","10","7","8","9","6","5","7"
"South Africa","9","7","6","6","7","8","5"
"South Africa","8","7","6","7","6","5","4"
"South Africa","8","10","8","6","7","9","8"
"South Africa","9","7","6","7","8","5","6"
"South Africa","9","5","7","9","9","8","7"
"South Africa","6","7","3","5","7","8","5"
"South Africa","9","8","8","8","2","8","5"
"South Africa","3","4","5","3","3","3","7"
"South Africa","3","5","5","6","6","8","9"
"South Africa","5","6","3","3","5","3","6"
"South Africa","5","3","7","7","6","4","4"
"South Africa","7","5","7","8","4","3","6"
"South Africa","5","3","4","2","3","2","5"
"South Africa","5","4","6","8","4","2","7"
"South Africa","2","2","3","5","5","4","4"
"South Africa","6","5","5","4","3","7","6"
"South Africa","4","3","5","5","3","4","5"
"South Africa","2","4","5","4","3","3","6"
"South Africa","5","3","5","4","6","5","5"
"South Africa","9","3","4","4","5","5","8"
"South Africa","7","8","10","7","3","5","9"
"South Africa","6","6","7","8","6","6","6"
"South Africa","4","5","5","5","5","5","5"
"South Africa","7","7","5","7","4","6","7"
"South Africa","10","4","6","7","9","4","7"
"South Africa","9","7","6","5","5","6","9"
"South Africa","9","7","6","5","4","4","9"
"South Africa","6","8","7","6","5","3","7"
"South Africa","6","7","6","5","8","8","10"
"South Africa","7","7","8","4","3","4","2"
"South Africa","9","9","7","6","6","7","7"
"South Africa","3","4","5","4","3","4","3"
"South Africa","3","5","5","6","5","4","6"
"South Africa","8","7","6","5","8","5","7"
"South Africa","7","10","8","3","8","9","9"
"South Africa","8","5","8","7","7","5","10"
"South Africa","5","3","7","7","2","9","10"
"South Africa","4","5","4","4","6","6","8"
"South Africa","8","7","10","7","5","6","5"
"South Africa","3","2","8","9","2","7","9"
"South Africa","3","4","8","2","2","7","8"
"South Africa","9","6","5","7","8","7","7"
"South Africa","8","7","6","7","7","7","7"
"South Africa","6","5","5","6","7","7","5"
"South Africa","8","6","5","6","7","4","3"
"South Africa","9","7","6","5","4","3","7"
"South Africa","5","3","7","8","6","5","9"
"South Africa","6","6","8","7","8","7","6"
"South Africa","6","6","7","5","7","6","5"
"South Africa","5","9","7","4","7","6","6"
"South Africa","1","3","7","6","7","6","7"
"South Africa","6","6","6","6","7","6","9"
"South Africa","10","4","6","8","7","9","7"
"South Africa","1","2","4","5","4","5","6"
"South Africa","9","8","7","7","8","9","6"
"South Africa","10","10","10","10","10","10","10"
"South Africa","3","5","7","8","6","6","9"
"South Africa","1","2","1","1","1","3","10"
"South Africa","10","10","9","8","8","9","10"
"South Africa","3","4","9","8","2","8","7"
"South Africa","8","5","9","9","2","8","9"
"South Africa","4","5","5","6","6","5","3"
"South Africa","3","4","5","6","5","5","3"
"South Africa","5","5","3","5","4","9","6"
"South Africa","9","9","10","7","8","6","8"
"South Africa","3","5","6","5","4","6","7"
"South Africa","3","6","5","8","3","4","3"
"South Africa","9","7","7","6","6","6","9"
"South Africa","8","6","7","5","3","6","5"
"South Africa","9","9","9","9","9","9","8"
"South Africa","10","8","6","7","5","4","9"
"South Africa","8","8","8","8","9","7","8"
"South Africa","9","7","6","6","7","6","6"
"South Africa","7","7","6","7","8","6","7"
"South Africa","8","7","9","10","6","4","3"
"South Africa","2","2","3","2","4","3","5"
"South Africa","3","2","4","3","2","5","3"
"South Africa","5","7","6","7","4","5","3"
"South Africa","8","6","8","9","8","9","9"
"South Africa","4","4","4","4","3","3","5"
"South Africa","4","4","5","5","7","4","5"
"South Africa","3","4","3","6","3","5","6"
"South Africa","1","2","4","7","4","4","6"
"South Africa","10","7","5","4","7","8","3"
"South Africa","2","5","4","5","6","5","4"
"South Africa","6","8","9","9","8","7","5"
"South Africa","4","5","5","4","3","5","7"
"South Africa","9","7","7","6","6","5","7"
"South Africa","9","7","8","8","8","8","7"
"South Africa","6","4","5","7","8","7","6"
"South Africa","6","4","4","4","5","3","4"
"South Africa","8","7","8","7","8","9","8"
"South Africa","4","4","5","5","4","4","7"
"South Africa","10","5","6","7","9","6","7"
"South Africa","1","1","1","5","1","1","7"
"South Africa","6","7","6","10","8","7","4"
"South Africa","4","8","7","7","5","5","8"
"South Africa","5","5","5","5","5","5","5"
"South Africa","3","4","4","5","6","6","3"
"South Africa","6","7","8","9","10","8","8"
"South Africa","8","5","7","8","6","9","6"
"South Africa","4","7","9","8","2","7","9"
"South Africa","6","9","7","8","2","5","7"
"South Africa","7","8","10","6","5","6","10"
"South Africa","10","4","9","6","5","2","9"
"South Africa","4","6","5","4","5","6","5"
"South Africa","4","6","7","5","7","5","7"
"South Africa","9","8","9","9","8","8","9"
"South Africa","2","4","5","4","3","5","5"
"South Africa","7","5","8","5","8","6","7"
"South Africa","9","7","6","5","6","7","6"
"South Africa","7","8","6","6","7","8","6"
"South Africa","3","5","6","7","6","5","4"
"South Africa","3","8","7","6","4","3","7"
"South Africa","7","6","10","8","7","6","8"
"South Africa","5","5","4","6","7","7","8"
"South Africa","8","10","9","10","8","10","8"
"South Africa","5","3","8","8","2","4","4"
"South Africa","5","10","10","7","5","7","7"
"South Africa","4","5","5","5","5","4","3"
"South Africa","4","6","7","6","5","4","5"
"South Africa","5","6","6","7","8","9","7"
"South Africa","6","7","5","4","3","6","3"
"South Africa","9","8","8","8","6","6","7"
"South Africa","8","7","8","8","7","8","6"
"South Africa","8","10","6","7","8","9","7"
"South Africa","8","8","8","8","8","8","7"
"South Africa","6","4","6","6","4","5","6"
"South Africa","7","6","7","7","8","8","9"
"South Africa","10","7","5","9","3","1","10"
"South Africa","2","5","8","4","6","9","8"
"South Africa","6","7","7","8","7","8","6"
"South Africa","6","7","6","6","7","7","8"
"South Africa","8","6","6","7","6","6","10"
"South Africa","9","8","9","8","9","7","5"
"South Africa","7","6","8","5","3","7","5"
"South Africa","6","4","5","2","5","4","7"
"South Africa","10","5","7","3","9","5","10"
"South Africa","8","9","8","9","7","8","8"
"South Africa","10","9","9","10","9","9","10"
"South Africa","7","5","6","6","5","7","6"
"South Africa","10","9","9","9","9","10","8"
"South Africa","7","7","5","7","5","8","4"
"South Africa","5","4","10","10","1","10","10"
"South Africa","1","1","2","2","2","2","2"
"South Africa","10","9","8","7","9","10","9"
"South Africa","7","8","8","9","10","10","10"
"South Africa","2","2","3","3","3","3","3"
"South Africa","1","1","1","1","1","1","10"
"South Africa","9","7","7","7","6","8","8"
"South Africa","4","4","7","4","4","8","4"
"South Africa","10","9","8","7","8","9","10"
"South Africa","4","4","5","5","5","5","5"
"South Africa","10","10","9","9","9","9","9"
"South Africa","4","4","4","4","4","5","5"
"South Africa","1","8","6","6","9","4","7"
"South Africa","9","9","8","8","8","9","1"
"South Africa","2","10","9","9","9","10","9"
"South Africa","5","7","6","5","6","7","7"
"South Africa","3","4","3","3","3","3","7"
"South Africa","7","6","6","3","4","4","1"
"South Africa","3","10","9","7","8","1","6"
"South Africa","10","8","7","7","8","9","8"
"South Africa","5","5","5","4","4","5","4"
"South Africa","9","3","8","6","5","4","6"
"South Africa","10","8","9","6","4","8","10"
"South Africa","2","2","2","2","4","4","4"
"South Africa","6","6","7","8","7","6","7"
"South Africa","6","6","5","6","7","8","5"
"South Africa","5","7","6","7","8","7","5"
"South Africa","3","4","4","4","4","4","4"
"South Africa","2","7","10","10","9","7","10"
"South Africa","6","4","5","6","5","4","5"
"South Africa","4","5","5","5","5","5","4"
"South Africa","6","4","10","3","7","9","10"
"South Africa","3","8","9","1","3","3","10"
"South Africa","3","4","4","4","4","4","4"
"South Africa","5","7","8","7","6","5","5"
"South Africa","3","7","4","5","4","6","1"
"South Africa","9","7","7","6","6","7","10"
"South Africa","10","10","10","10","10","8","9"
"South Africa","10","9","8","9","8","9","8"
"South Africa","10","10","9","8","7","8","8"
"South Africa","5","6","6","7","7","7","7"
"South Africa","1","1","1","1","1","1","1"
"South Africa","1","1","1","1","1","1","10"
"South Africa","6","4","5","3","4","5","6"
"South Africa","9","8","7","9","10","9","8"
"South Africa","5","8","8","8","8","8","8"
"South Africa","8","9","9","10","10","10","9"
"South Africa","7","8","7","9","9","8","8"
"South Africa","9","10","10","10","9","9","9"
"South Africa","9","6","7","6","8","7","7"
"South Africa","9","7","7","6","7","5","5"
"South Africa","9","10","10","9","10","10","10"
"South Africa","9","1","1","1","1","4","1"
"South Africa","3","3","3","2","2","3","2"
"South Africa","10","6","7","6","5","8","6"
"South Africa","9","9","8","8","9","9","8"
"South Africa","7","10","10","10","10","10","10"
"South Africa","9","8","8","7","8","9","9"
"South Africa","9","9","8","9","9","8","9"
"South Africa","8","9","8","8","8","8","8"
"South Africa","6","7","7","8","7","7","8"
"South Africa","8","6","6","5","5","6","5"
"South Africa","3","3","2","2","2","2","3"
"South Africa","10","9","10","10","10","10","9"
"South Africa","1","1","1","1","1","1","1"
"South Africa","1","1","1","2","2","2","2"
"South Africa","10","8","9","7","8","9","9"
"South Africa","3","4","4","4","5","5","5"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","9","10","10","10","10"
"South Africa","7","6","6","6","5","5","6"
"South Africa","10","10","9","8","9","10","10"
"South Africa","1","3","2","9","1","2","1"
"South Africa","10","9","8","9","8","9","9"
"South Africa","10","10","10","10","10","10","10"
"South Africa","10","10","10","10","10","10","10"
"South Africa","8","7","8","9","9","9","9"
"South Africa","7","8","8","7","7","6","8"
